timestamp,price,demand,demand_total,pv_power
2023-04-15 10:50:00,0.02,1225.12,1241.94,0
2023-04-15 10:55:00,-22.96,1235.91,1253.98,0
2023-04-15 11:00:00,-22.84,1228.72,1246.69,0
2023-04-15 11:05:00,8.98,1258.27,1280.08,0
2023-04-15 11:10:00,1.97,1233.87,1255.73,0
2023-04-15 11:15:00,1.99,1200.04,1219.72,0
2023-04-15 11:20:00,0.02,1190.86,1209.81,0
2023-04-15 11:25:00,-36.14,1189.28,1202.03,0
2023-04-15 11:30:00,1.98,1188.62,1216.35,0
2023-04-15 11:35:00,0.02,1192.12,1232.68,0
2023-04-15 11:40:00,0.02,1196.22,1231.31,0
2023-04-15 11:45:00,9.77,1195.53,1211.27,0
2023-04-15 11:50:00,0.02,1219.28,1234.79,0
2023-04-15 11:55:00,0.02,1182.15,1191.68,0
2023-04-15 12:00:00,9.42,1187.06,1188.59,0
2023-04-15 12:05:00,14.13,1165.62,1167.56,0
2023-04-15 12:10:00,9.42,1149.52,1151.99,0
2023-04-15 12:15:00,19.47,1083.43,1084.14,0
2023-04-15 12:20:00,20.32,1093.43,1096.98,0
2023-04-15 12:25:00,19.37,1098.81,1124.44,0
2023-04-15 12:30:00,35.47,1106.0,1122.68,0
2023-04-15 12:35:00,34.66,1120.65,1120.24,0
2023-04-15 12:40:00,34.66,1115.42,1115.0,0
2023-04-15 12:45:00,34.79,1121.31,1120.86,0
2023-04-15 12:50:00,34.29,1130.7,1131.37,0
2023-04-15 12:55:00,82.65,1101.38,1101.25,0
2023-04-15 13:00:00,33.73,1066.54,1066.56,0
2023-04-15 13:05:00,75.73,1031.2,1033.09,0
2023-04-15 13:10:00,32.07,957.7,960.9,0
2023-04-15 13:15:00,79.61,942.41,943.35,0
2023-04-15 13:20:00,32.43,864.4,867.22,0
2023-04-15 13:25:00,17.36,821.09,824.16,0
2023-04-15 13:30:00,31.18,783.96,788.48,0
2023-04-15 13:35:00,16.36,719.16,728.09,0
2023-04-15 13:40:00,15.69,693.13,709.76,0
2023-04-15 13:45:00,21.96,694.29,708.34,0
2023-04-15 13:50:00,-46.8,660.34,676.33,0
2023-04-15 13:55:00,-48.5,703.99,719.29,0
2023-04-15 14:00:00,-48.5,710.94,728.36,0
2023-04-15 14:05:00,-50.0,686.68,747.1,0
2023-04-15 14:10:00,-50.0,627.71,660.97,0
2023-04-15 14:15:00,-48.5,619.53,644.72,0
2023-04-15 14:20:00,-48.5,655.16,691.57,0
2023-04-15 14:25:00,-50.0,677.05,713.71,0
2023-04-15 14:30:00,-48.5,662.03,684.25,0
2023-04-15 14:35:00,-48.5,674.76,697.25,0
2023-04-15 14:40:00,-48.5,741.04,771.72,0
2023-04-15 14:45:00,-48.5,746.58,773.19,0
2023-04-15 14:50:00,-48.5,801.76,826.57,0
2023-04-15 14:55:00,-50.0,812.16,834.54,0
2023-04-15 15:00:00,-48.5,817.66,841.56,0
2023-04-15 15:05:00,-50.0,876.53,899.94,0
2023-04-15 15:10:00,-46.8,912.09,937.44,0
2023-04-15 15:15:00,20.66,983.19,1001.46,0
2023-04-15 15:20:00,56.4,1027.47,1037.6,0
2023-04-15 15:25:00,66.78,1061.84,1070.23,0
2023-04-15 15:30:00,68.58,1069.88,1078.04,0
2023-04-15 15:35:00,69.78,1064.87,1072.68,0
2023-04-15 15:40:00,69.78,1039.04,1046.39,0
2023-04-15 15:45:00,81.75,1031.64,1050.05,0
2023-04-15 15:50:00,79.98,1022.55,1028.5,0
2023-04-15 15:55:00,83.58,1050.22,1053.93,0
2023-04-15 16:00:00,83.39,1058.9,1062.17,0
2023-04-15 16:05:00,74.3,1050.43,1078.49,0
2023-04-15 16:10:00,73.23,1082.16,1090.06,0
2023-04-15 16:15:00,76.97,1094.26,1104.77,0
2023-04-15 16:20:00,79.01,1084.0,1093.48,0
2023-04-15 16:25:00,94.65,1099.1,1110.24,0
2023-04-15 16:30:00,105.2,1112.89,1118.92,0
2023-04-15 16:35:00,124.32,1118.94,1121.86,0
2023-04-15 16:40:00,123.46,1110.09,1113.54,0
2023-04-15 16:45:00,127.6,1142.44,1145.76,0
2023-04-15 16:50:00,172.3,1182.04,1182.56,0
2023-04-15 16:55:00,174.3,1221.89,1221.93,0
2023-04-15 17:00:00,262.04,1219.95,1220.36,0
2023-04-15 17:05:00,134.35,1213.49,1213.37,0
2023-04-15 17:10:00,138.67,1292.47,1292.11,0
2023-04-15 17:15:00,168.88,1301.54,1301.09,0
2023-04-15 17:20:00,175.23,1326.38,1325.94,0
2023-04-15 17:25:00,183.18,1365.82,1365.43,0
2023-04-15 17:30:00,186.22,1393.19,1393.11,0
2023-04-15 17:35:00,142.69,1401.18,1400.79,0
2023-04-15 17:40:00,139.52,1414.53,1414.19,0
2023-04-15 17:45:00,185.73,1415.69,1415.48,0
2023-04-15 17:50:00,186.71,1464.46,1464.42,0
2023-04-15 17:55:00,186.22,1475.32,1475.25,0
2023-04-15 18:00:00,276.63,1481.16,1480.83,0
2023-04-15 18:05:00,139.36,1476.65,1480.25,0
2023-04-15 18:10:00,184.75,1511.53,1515.28,0
2023-04-15 18:15:00,141.61,1511.03,1510.57,0
2023-04-15 18:20:00,141.61,1521.12,1520.67,0
2023-04-15 18:25:00,140.1,1528.89,1528.47,0
2023-04-15 18:30:00,137.06,1538.33,1538.23,0
2023-04-15 18:35:00,133.35,1556.56,1557.37,0
2023-04-15 18:40:00,126.2,1599.93,1600.38,0
2023-04-15 18:45:00,106.84,1582.55,1583.34,0
2023-04-15 18:50:00,94.49,1591.93,1593.18,0
2023-04-15 18:55:00,93.97,1596.55,1598.21,0
2023-04-15 19:00:00,92.91,1574.02,1576.3,0
2023-04-15 19:05:00,91.33,1568.5,1571.84,0
2023-04-15 19:10:00,91.34,1572.65,1576.04,0
2023-04-15 19:15:00,85.85,1616.85,1621.45,0
2023-04-15 19:20:00,85.05,1602.96,1608.08,0
2023-04-15 19:25:00,87.59,1587.92,1592.72,0
2023-04-15 19:30:00,88.36,1594.89,1599.68,0
2023-04-15 19:35:00,93.0,1566.31,1570.57,0
2023-04-15 19:40:00,90.86,1565.05,1569.03,0
2023-04-15 19:45:00,91.9,1568.83,1571.9,0
2023-04-15 19:50:00,103.96,1570.2,1572.43,0
2023-04-15 19:55:00,92.43,1551.98,1554.81,0
2023-04-15 20:00:00,90.66,1541.06,1543.98,0
2023-04-15 20:05:00,99.72,1539.12,1542.0,0
2023-04-15 20:10:00,101.75,1530.94,1534.76,0
2023-04-15 20:15:00,102.22,1538.31,1541.72,0
2023-04-15 20:20:00,96.56,1524.57,1527.67,0
2023-04-15 20:25:00,102.09,1539.16,1540.94,0
2023-04-15 20:30:00,102.09,1514.66,1516.3,0
2023-04-15 20:35:00,125.41,1519.68,1520.55,0
2023-04-15 20:40:00,114.77,1498.87,1499.39,0
2023-04-15 20:45:00,114.95,1464.33,1464.96,0
2023-04-15 20:50:00,114.63,1459.64,1460.08,0
2023-04-15 20:55:00,107.0,1463.39,1463.97,0
2023-04-15 21:00:00,113.41,1437.32,1437.81,0
2023-04-15 21:05:00,135.78,1453.02,1453.22,0
2023-04-15 21:10:00,127.14,1459.32,1459.64,0
2023-04-15 21:15:00,120.86,1431.7,1432.9,0
2023-04-15 21:20:00,119.72,1433.43,1435.51,0
2023-04-15 21:25:00,105.95,1453.51,1454.13,0
2023-04-15 21:30:00,106.75,1448.55,1449.06,0
2023-04-15 21:35:00,126.91,1439.3,1439.78,0
2023-04-15 21:40:00,125.53,1429.19,1430.46,0
2023-04-15 21:45:00,100.16,1424.78,1426.71,0
2023-04-15 21:50:00,90.98,1409.54,1413.0,0
2023-04-15 21:55:00,86.09,1404.27,1409.91,0
2023-04-15 22:00:00,88.93,1410.58,1416.37,0
2023-04-15 22:05:00,89.12,1407.75,1413.63,0
2023-04-15 22:10:00,107.28,1419.59,1424.48,0
2023-04-15 22:15:00,122.85,1417.24,1421.64,0
2023-04-15 22:20:00,101.25,1411.85,1415.84,0
2023-04-15 22:25:00,101.43,1425.27,1428.88,0
2023-04-15 22:30:00,106.05,1406.86,1413.27,0
2023-04-15 22:35:00,102.19,1401.75,1409.17,0
2023-04-15 22:40:00,112.57,1409.68,1419.35,0
2023-04-15 22:45:00,119.14,1371.58,1383.73,0
2023-04-15 22:50:00,113.36,1384.07,1388.33,0
2023-04-15 22:55:00,101.75,1366.52,1373.22,0
2023-04-15 23:00:00,101.48,1354.7,1358.98,0
2023-04-15 23:05:00,91.72,1352.41,1356.15,0
2023-04-15 23:10:00,93.53,1354.96,1358.74,0
2023-04-15 23:15:00,103.06,1359.13,1363.23,0
2023-04-15 23:20:00,91.0,1361.82,1371.3,0
2023-04-15 23:25:00,96.02,1382.3,1385.5,0
2023-04-15 23:30:00,98.11,1406.11,1408.56,0
2023-04-15 23:35:00,106.03,1478.06,1479.27,0
2023-04-15 23:40:00,94.07,1476.61,1478.23,0
2023-04-15 23:45:00,93.63,1457.21,1459.05,0
2023-04-15 23:50:00,93.12,1457.08,1460.17,0
2023-04-15 23:55:00,89.3,1456.36,1462.12,0
2023-04-16 00:00:00,89.92,1448.49,1452.62,0
2023-04-16 00:05:00,92.1,1437.63,1440.54,0
2023-04-16 00:10:00,88.83,1443.97,1447.05,0
2023-04-16 00:15:00,86.99,1442.55,1446.07,0
2023-04-16 00:20:00,86.3,1467.41,1471.08,0
2023-04-16 00:25:00,91.61,1489.96,1496.32,0
2023-04-16 00:30:00,91.09,1475.95,1486.43,0
2023-04-16 00:35:00,92.14,1500.11,1503.18,0
2023-04-16 00:40:00,91.12,1468.2,1471.83,0
2023-04-16 00:45:00,92.19,1452.2,1454.99,0
2023-04-16 00:50:00,95.26,1439.15,1445.2,0
2023-04-16 00:55:00,93.76,1453.11,1458.81,0
2023-04-16 01:00:00,83.16,1435.21,1439.29,0
2023-04-16 01:05:00,99.1,1433.9,1435.69,0
2023-04-16 01:10:00,84.31,1404.74,1407.98,0
2023-04-16 01:15:00,93.79,1420.01,1428.74,0
2023-04-16 01:20:00,84.12,1391.55,1397.27,0
2023-04-16 01:25:00,82.98,1382.09,1386.88,0
2023-04-16 01:30:00,81.44,1370.87,1374.23,0
2023-04-16 01:35:00,81.58,1356.85,1360.14,0
2023-04-16 01:40:00,79.58,1357.99,1361.41,0
2023-04-16 01:45:00,72.24,1370.69,1374.17,0
2023-04-16 01:50:00,76.92,1357.12,1363.45,0
2023-04-16 01:55:00,75.37,1333.14,1338.66,0
2023-04-16 02:00:00,71.21,1326.69,1331.13,0
2023-04-16 02:05:00,78.73,1312.41,1316.53,0
2023-04-16 02:10:00,79.66,1324.12,1326.97,0
2023-04-16 02:15:00,78.96,1312.61,1322.53,0
2023-04-16 02:20:00,78.81,1301.49,1309.24,0
2023-04-16 02:25:00,76.42,1290.98,1307.53,0
2023-04-16 02:30:00,66.07,1263.9,1279.92,0
2023-04-16 02:35:00,72.35,1269.69,1278.69,0
2023-04-16 02:40:00,63.93,1254.53,1263.0,0
2023-04-16 02:45:00,66.78,1226.0,1235.85,0
2023-04-16 02:50:00,73.4,1208.15,1213.04,0
2023-04-16 02:55:00,71.24,1191.64,1200.02,0
2023-04-16 03:00:00,72.9,1214.11,1226.95,0
2023-04-16 03:05:00,73.02,1213.88,1216.51,0
2023-04-16 03:10:00,74.16,1209.34,1215.06,0
2023-04-16 03:15:00,74.15,1215.36,1217.05,0
2023-04-16 03:20:00,81.05,1178.51,1181.17,0
2023-04-16 03:25:00,77.14,1198.21,1204.26,0
2023-04-16 03:30:00,82.87,1187.55,1197.57,0
2023-04-16 03:35:00,77.36,1175.61,1178.93,0
2023-04-16 03:40:00,76.95,1168.74,1172.54,0
2023-04-16 03:45:00,70.08,1177.56,1180.73,0
2023-04-16 03:50:00,71.82,1166.02,1169.79,0
2023-04-16 03:55:00,72.51,1162.32,1165.46,0
2023-04-16 04:00:00,71.84,1166.26,1169.59,0
2023-04-16 04:05:00,65.13,1154.55,1158.63,0
2023-04-16 04:10:00,52.83,1150.17,1158.22,0
2023-04-16 04:15:00,68.29,1141.71,1150.81,0
2023-04-16 04:20:00,69.67,1130.86,1133.63,0
2023-04-16 04:25:00,66.13,1124.31,1129.23,0
2023-04-16 04:30:00,69.21,1130.05,1132.97,0
2023-04-16 04:35:00,72.44,1142.93,1147.04,0
2023-04-16 04:40:00,72.22,1130.36,1131.94,0
2023-04-16 04:45:00,71.49,1125.27,1126.42,0
2023-04-16 04:50:00,73.27,,,0
2023-04-16 04:55:00,66.77,1119.92,1121.95,0
2023-04-16 05:00:00,69.18,1122.1,1125.71,0
2023-04-16 05:05:00,72.43,1126.05,1127.71,0
2023-04-16 05:10:00,73.22,1114.81,1127.13,0
2023-04-16 05:15:00,73.01,1123.04,1126.31,0
2023-04-16 05:20:00,67.18,1113.26,1114.54,0
2023-04-16 05:25:00,49.78,1122.31,1123.85,0
2023-04-16 05:30:00,54.82,1137.46,1138.39,0
2023-04-16 05:35:00,55.64,1140.09,1140.63,0
2023-04-16 05:40:00,58.0,1132.15,1132.41,0
2023-04-16 05:45:00,59.75,1120.8,1140.66,0
2023-04-16 05:50:00,59.62,1139.51,1148.29,0
2023-04-16 05:55:00,59.58,1133.04,1132.84,0
2023-04-16 06:00:00,59.02,1150.68,1150.22,0
2023-04-16 06:05:00,56.9,1148.32,1147.87,0
2023-04-16 06:10:00,80.29,1149.97,1149.54,0
2023-04-16 06:15:00,80.26,1141.79,1141.46,0
2023-04-16 06:20:00,80.24,1140.05,1139.78,0
2023-04-16 06:25:00,82.83,1153.79,1153.92,0
2023-04-16 06:30:00,83.12,1139.3,1141.46,0
2023-04-16 06:35:00,83.39,1163.11,1163.55,0
2023-04-16 06:40:00,83.99,1160.06,1160.8,0
2023-04-16 06:45:00,84.43,1170.28,1171.23,0
2023-04-16 06:50:00,85.3,1177.4,1178.89,0
2023-04-16 06:55:00,85.73,1157.02,1158.62,0
2023-04-16 07:00:00,85.09,1156.25,1157.71,0
2023-04-16 07:05:00,85.72,1162.11,1163.93,0
2023-04-16 07:10:00,87.13,1152.71,1154.55,0
2023-04-16 07:15:00,64.0,1147.64,1149.28,0
2023-04-16 07:20:00,66.17,1156.64,1158.34,0
2023-04-16 07:25:00,56.62,1142.72,1144.41,0
2023-04-16 07:30:00,56.01,1121.73,1122.97,0
2023-04-16 07:35:00,55.67,1107.09,1108.45,0
2023-04-16 07:40:00,56.55,1104.43,1105.75,0
2023-04-16 07:45:00,63.78,1099.56,1101.14,0
2023-04-16 07:50:00,63.99,1095.47,1097.09,0
2023-04-16 07:55:00,63.8,1095.76,1097.29,0
2023-04-16 08:00:00,84.38,1062.24,1062.99,0
2023-04-16 08:05:00,84.38,1079.77,1080.62,0
2023-04-16 08:10:00,85.91,1019.12,1019.17,0
2023-04-16 08:15:00,59.73,1014.83,1014.61,0
2023-04-16 08:20:00,45.99,1001.1,1001.01,0
2023-04-16 08:25:00,59.5,973.9,973.99,0
2023-04-16 08:30:00,59.93,975.78,975.87,0
2023-04-16 08:35:00,60.22,961.21,961.03,0
2023-04-16 08:40:00,59.93,930.59,932.62,0
2023-04-16 08:45:00,31.35,928.2,928.71,0
2023-04-16 08:50:00,55.11,899.13,901.65,0
2023-04-16 08:55:00,29.76,861.93,864.3,0
2023-04-16 09:00:00,29.56,826.7,829.43,0
2023-04-16 09:05:00,75.12,849.18,851.8,0
2023-04-16 09:10:00,37.18,842.27,845.07,0
2023-04-16 09:15:00,20.85,803.13,817.06,0
2023-04-16 09:20:00,-40.55,765.75,771.95,0
2023-04-16 09:25:00,-1.72,746.27,752.31,0
2023-04-16 09:30:00,7.66,728.25,736.96,0
2023-04-16 09:35:00,-46.6,740.09,751.88,0
2023-04-16 09:40:00,7.61,782.69,791.04,0
2023-04-16 09:45:00,7.75,732.29,842.39,0
2023-04-16 09:50:00,-46.8,683.71,694.53,0
2023-04-16 09:55:00,17.57,740.99,747.12,0
2023-04-16 10:00:00,9.27,683.75,776.79,0
2023-04-16 10:05:00,-46.7,665.13,677.4,0
2023-04-16 10:10:00,0.02,706.53,713.64,0
2023-04-16 10:15:00,-4.03,658.79,731.28,0
2023-04-16 10:20:00,-46.8,626.56,639.96,0
2023-04-16 10:25:00,-46.6,664.94,715.62,0
2023-04-16 10:30:00,-42.2,683.76,766.21,0
2023-04-16 10:35:00,-46.9,656.03,745.97,0
2023-04-16 10:40:00,-48.5,663.81,706.77,0
2023-04-16 10:45:00,-48.5,654.7,687.39,0
2023-04-16 10:50:00,-99.99,640.24,682.5,0
2023-04-16 10:55:00,-99.99,609.16,655.02,0
2023-04-16 11:00:00,-92.97,571.99,672.27,0
2023-04-16 11:05:00,-92.97,606.03,716.64,0
2023-04-16 11:10:00,-99.99,603.34,706.46,0
2023-04-16 11:15:00,-99.99,585.08,615.33,0
2023-04-16 11:20:00,-48.5,565.45,597.59,0
2023-04-16 11:25:00,-43.88,516.97,575.9,0
2023-04-16 11:30:00,-46.9,493.72,511.89,0
2023-04-16 11:35:00,-46.9,513.06,529.37,0
2023-04-16 11:40:00,-46.7,534.73,546.82,0
2023-04-16 11:45:00,-46.9,550.44,569.78,0
2023-04-16 11:50:00,-50.0,522.61,573.86,0
2023-04-16 11:55:00,-46.8,514.1,587.88,0
2023-04-16 12:00:00,-37.84,509.74,562.35,0
2023-04-16 12:05:00,-50.0,488.39,535.35,0
2023-04-16 12:10:00,-50.0,497.34,516.31,0
2023-04-16 12:15:00,-52.17,496.97,531.04,0
2023-04-16 12:20:00,-51.27,486.14,508.23,0
2023-04-16 12:25:00,-51.56,462.06,500.96,0
2023-04-16 12:30:00,-50.0,464.5,501.74,0
2023-04-16 12:35:00,-51.75,444.78,484.62,0
2023-04-16 12:40:00,-49.49,477.16,503.61,0
2023-04-16 12:45:00,-50.86,473.88,482.99,0
2023-04-16 12:50:00,-55.0,471.79,484.89,0
2023-04-16 12:55:00,-50.0,472.6,486.49,0
2023-04-16 13:00:00,-99.99,428.61,474.84,0
2023-04-16 13:05:00,-99.99,406.36,455.31,0
2023-04-16 13:10:00,-189.99,401.57,420.18,0
2023-04-16 13:15:00,-88.0,407.05,430.17,0
2023-04-16 13:20:00,-46.9,409.11,417.43,0
2023-04-16 13:25:00,-46.9,392.78,443.34,0
2023-04-16 13:30:00,-55.0,415.52,482.79,0
2023-04-16 13:35:00,-53.65,424.16,436.44,0
2023-04-16 13:40:00,-92.97,425.18,462.08,0
2023-04-16 13:45:00,-88.0,417.52,465.19,0
2023-04-16 13:50:00,-50.0,415.04,454.83,0
2023-04-16 13:55:00,-50.0,416.8,425.58,0
2023-04-16 14:00:00,-92.97,430.48,449.53,0
2023-04-16 14:05:00,-50.0,424.96,440.3,0
2023-04-16 14:10:00,-46.9,448.16,513.59,0
2023-04-16 14:15:00,-190.0,433.67,452.54,0
2023-04-16 14:20:00,-190.0,425.6,461.09,0
2023-04-16 14:25:00,-189.99,425.48,482.88,0
2023-04-16 14:30:00,-99.99,455.35,521.66,0
2023-04-16 14:35:00,-88.0,466.53,502.94,0
2023-04-16 14:40:00,-92.97,496.47,535.54,0
2023-04-16 14:45:00,-50.0,524.76,538.71,0
2023-04-16 14:50:00,-99.99,505.07,519.37,0
2023-04-16 14:55:00,-50.0,549.83,562.69,0
2023-04-16 15:00:00,-50.0,573.67,586.5,0
2023-04-16 15:05:00,-53.65,557.74,612.68,0
2023-04-16 15:10:00,-99.99,540.69,554.66,0
2023-04-16 15:15:00,-190.0,560.77,606.8,0
2023-04-16 15:20:00,-88.0,590.61,677.58,0
2023-04-16 15:25:00,-92.97,603.15,615.42,0
2023-04-16 15:30:00,-50.0,620.39,709.69,0
2023-04-16 15:35:00,-50.0,631.72,658.17,0
2023-04-16 15:40:00,-46.8,649.23,671.21,0
2023-04-16 15:45:00,-46.8,684.68,707.94,0
2023-04-16 15:50:00,-55.0,671.79,679.33,0
2023-04-16 15:55:00,-99.99,693.43,703.03,0
2023-04-16 16:00:00,-99.99,739.94,763.38,0
2023-04-16 16:05:00,-99.99,775.27,858.17,0
2023-04-16 16:10:00,-88.0,783.24,808.51,0
2023-04-16 16:15:00,-48.5,822.79,837.45,0
